country,Count,year,Type
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
